key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
具雑煮,具雑煮,発祥地,長崎県,,長崎県,,都道府県のみ,具雑煮（ぐぞうに）は、長崎県島原地方の郷土料理。,,,,"osm(島原地方の代表:島原市,node:3060250252)",145,島原地方の代表(表に当てた),具雑煮（ぐぞうに）は、長崎県島原地方の郷土料理。,,発祥がわかる,島原の料理屋姫松屋では、上記の島原の乱での料理を元に初代糀屋喜衛ェ門が1813年（文化10年）に味付けを変えて生み出したのが「具雑煮」のはじまりと伝えられているとしている。
えのき氷,えのき氷,発祥地,長野県,中野市,長野県,中野市,冒頭の定義文,えのき氷（えのきごおり、えのきこおり）とは、エノキタケを主原料とする加工食品であり、長野県中野市農業協同組合（以下、JA中野市）の登録商標である（登録番号 第5340131号）。,,,,"osm(place=city,node:702987403)",145,,,,発祥がわかる,えのき氷の発案者、阿藤博文は1947年長野県中野市に生まれた。
ゴリラの鼻くそ,ゴリラの鼻くそ,発祥地,島根県,出雲市,島根県,出雲市,冒頭の定義文,ゴリラの鼻くそ（ゴリラのはなくそ）は島根県出雲市にある和菓子屋有限会社岡伊三郎商店で製造されている黒豆薄甘納豆。,,,,"osm(place=city,node:1735964547)",145,,,,発祥がわかる,岡伊三郎商店は元は酒店であったが、酒類の売上が陰ったことから、考案者の岡和正が妻の実家で作られていた甘納豆を売ることを考案、「絶対に出すものでは駄目で、絶対に出さないものでも駄目」という判断基準によるネーミングと、動物園の売店という新規性のある販路を着想し、2001年4月に発売。
さしま茶,さしま茶,発祥地,茨城県,境町,茨城県,境町,発祥を述べる文,野村佐平治 - 猿島郡山崎村七軒（現：猿島郡境町大字山崎字七軒）生まれ、さしま茶の生産向上に寄与した人物。,,,,"osm(place=town,node:2115840211)",145,,,,発祥は特定なし,下総国猿島郡付近にて自然発生的に茶の生産が始められてきたとみられている。
とちぎの星,とちぎの星,発祥地,栃木県,,栃木県,,都道府県のみ,とちぎの星（とちぎのほし）は、栃木県農業試験場が育成した米（水稲）の栽培品種。,,,,"osm(県庁所在地:宇都宮市,node:1108891208)",145,,,,発祥がわかる,とちぎの星（とちぎのほし）は、栃木県農業試験場が育成した米（水稲）の栽培品種品種。
南関あげ,南関あげ,ご当地,熊本県,南関町,熊本県,南関町,冒頭の定義文,南関あげ、南関揚げ（なんかんあげ）は熊本県南関町の特産油揚げ。,熊本県,南関町,南関あげ、南関揚げ（なんかんあげ）は熊本県南関町の特産油揚げ。,"osm(place=town,node:739281323)",145,,,,発祥は特定なし,発祥には諸説あるが、伊予松山（現・愛媛県）から伝わったとされるANA。
西馬音内そば,西馬音内そば,ご当地,秋田県,羽後町,秋田県,羽後町,冒頭の定義文,西馬音内そば（にしもないそば）は、秋田県羽後町の郷土料理。,秋田県,羽後町,西馬音内そば（にしもないそば）は、秋田県羽後町の郷土料理。,"osm(place=town,node:752195604)",144,,,,発祥がわかる,金弥助（こんやすけ）は大坂・砂場で修業した帰りに、新潟でへぎそばと出会ってフノリをつなぎに使うアイデアに着目し、1818年（文政元年）に「弥助そばや」を西馬音内に開業すると、フノリを使った二八蕎麦に冷たいツユをかけて食べる「冷やがけ」として提供した読売 七。
おやべホワイトラーメン,おやべホワイトラーメン,ご当地,富山県,小矢部市,富山県,小矢部市,発祥を述べる文,おやべホワイトラーメンとは、富山県小矢部市で、地域おこしの一環として考案され、提供されているご当地ラーメンである。,富山県,小矢部市,おやべホワイトラーメンとは、富山県小矢部市で、地域おこしの一環として考案され、提供されているご当地ラーメンである。,"osm(place=city,node:1862532040)",144,,,,発祥がわかる,この活動に触発され、2012年に小矢部市商工会青年部が、市のご当地グルメ研究開発事業の委託を受けて開発したラーメンがおやべホワイトラーメンである。
肉巻きおにぎり,肉巻きおにぎり,発祥地,宮崎県,宮崎市,宮崎県,宮崎市,都道府県のみ,宮崎県発祥のご当地ファーストフード（B級グルメ）である。,,,,"osm(place=city,node:739203629)",143,本文の読み直し,1997年11月に宮崎市で開業した「とりあえず本舗」（後に「にくまき本舗」に改称）が発祥。,とりあえず本舗（にくまき本舗）,発祥がわかる,1997年11月に宮崎市で開業した「とりあえず本舗」（後に「にくまき本舗」に改称）が発祥。
宮津カレー焼きそば,宮津カレー焼きそば,ご当地,京都府,宮津市,京都府,宮津市,冒頭の定義文,宮津カレー焼きそば（みやづカレーやきそば）は、京都府宮津市のご当地グルメ（B級グルメ）。,京都府,宮津市,宮津カレー焼きそば（みやづカレーやきそば）は、京都府宮津市のご当地グルメ（B級グルメ）。,"osm(place=city,node:533681218)",143,,,,発祥がわかる,平和軒でカレー焼きそばが出されたのが宮津カレー焼きそばの始まりとされる。
磯ラーメン,磯ラーメン,発祥地,岩手県,大槌町,岩手県,大槌町,発祥を述べる文,磯ラーメン発祥の地をうたう大槌町には１月末、同社から「（沿岸）地域で商品名として使われていることを調べずに出願し、申し訳なかった」との電話があったという。,青森県,八戸市,磯ラーメン（いそラーメン）は、主に岩手県三陸沿岸地方から青森県八戸市にかけて供されるご当地ラーメン。,"osm(place=town,node:691229934)",143,,,,発祥がわかる,"1969年（昭和44年）に大槌町のドライブインで誕生したとされるが、2018年現在岩手県沿岸部ではどの市町村でも見られる定番グルメとなり、人口約3,000人余りである田野畑村ホームページにおいても5店舗が紹介されているなど、50店舗以上で提供されている。"
一里飴,一里飴,発祥地,埼玉県,越生町,埼玉県,越生町,冒頭の定義文,一里飴（いちりあめ）は、埼玉県入間郡越生町の有限会社住吉屋製菓が製造販売する飴の商品名である。,,,,"osm(place=town,node:863522262)",143,,,,発祥がわかる,1464年に生誕した医学者の田代三喜が作ったのが始まりとされ、当時は越生梅林で採れた梅の蜜を原料とした医薬飴であった。
鎌倉カスター,鎌倉カスター,発祥地,神奈川県,鎌倉市,神奈川県,鎌倉市,冒頭の定義文,鎌倉カスター（かまくらカスター）は、神奈川県鎌倉市にある鎌倉ニュージャーマンが1983年から製造販売している洋生菓子である。,,,,"osm(place=city,node:2115184125)",142,,,,発祥がわかる,鎌倉ニュージャーマンの創業者である高野貞夫が、シュークリームとショートケーキのスポンジを組み合わせて創作した菓子である。
打豆,打豆,発祥地,福井県,,福井県,,都道府県のみ,山形県や、福島県、福井県、富山県、新潟県など、東北、北陸地方各地の家庭料理で用いられる。,,,,"osm(県庁所在地:福井市,node:762073174)",142,,,,発祥は特定なし,打豆、打ち豆（うちまめ）とは、主に日本海側などの豪雪地帯で、伝統的に作られている大豆保存食。
じゅんじゅん,じゅんじゅん,発祥地,滋賀県,,滋賀県,,都道府県のみ,じゅんじゅんは滋賀県の郷土料理。,,,,"osm(県庁所在地:大津市,node:541402993)",141,,,,発祥は特定なし,漁村とその周辺で伝わってきた漁師由来の鍋料理で、琵琶湖産の魚介や鶏、牛などを使う。
花ボウル,花ボウル,発祥地,沖縄県,,沖縄県,,都道府県のみ,花ボウル（はなボウル）は沖縄県の藤の花を模した焼き菓子の名前。,,,,"osm(県庁所在地:那覇市,node:567940176)",141,,,,発祥は特定なし,沖縄（琉球）にも薩摩藩を経由して伝わったと考えられ、江戸時代まで琉球以外でも花ボウル（ぼうる）は食されていたが、現在残っているのは沖縄県だけである。
伊勢たくあん,伊勢たくあん,発祥地,三重県,伊勢市,三重県,伊勢市,都道府県のみ,伊勢たくあん（いせたくあん）とは、三重県伊勢地方で造られている沢庵漬けの名称。,,,,"osm(place=city,node:1301968609)",141,本文の読み直し,伊勢たくあんは江戸時代末期、現在の伊勢市御薗町で作られ始めたと言われている。,,発祥がわかる,伊勢たくあんは江戸時代末期、現在の伊勢市御薗町で作られ始めたと言われている。
大和肉鶏,大和肉鶏,発祥地,奈良県,大和郡山市,奈良県,大和郡山市,発祥を述べる文,生産の中心地は添上郡平和村（現大和郡山市）で、1934年（昭和9年）に奈良県産業組合連合会が郡山孵化場を設置して大和肉鶏の素びなを供給した。,,,,"osm(place=city,node:2451636801)",141,,,,発祥がわかる,その結果、名古屋種の雄とニューハンプシャー種の雌から生まれた雌鶏に大型軍鶏の雄を掛け合わせた3種交配の新品種「大和肉鶏」を作出した。
ニシ汁,ニシ汁,発祥地,愛知県,南知多町,愛知県,南知多町,冒頭の定義文,ニシ汁は、愛知県知多郡南知多町の篠島で主に食べられる郷土料理。,,,,"osm(place=town,node:569005316)",140,,,,発祥は特定なし,ニシ汁は、愛知県知多郡南知多町の篠島で主に食べられる郷土料理。
三次ピオーネ,三次ピオーネ,発祥地,広島県,三次市,広島県,三次市,冒頭の定義文,三次ピオーネ（みよしピオーネ）は、広島県三次市で生産されているピオーネ。,,,,"osm(place=city,node:309031667)",140,,,,発祥がわかる,1974年（昭和49年）「県営農地開発事業」および「第二次農構事業」として、盆地南部の丘陵地である三次市東酒屋町にピオーネを主体としたブドウ生産団地が造成され、あわせて「三次ピオーネ生産組合」が結成された新田 1991 38hb503gaiyo-top。
なすそうめん,なすそうめん,発祥地,石川県,金沢市,石川県,金沢市,都道府県のみ,なすそうめんは石川県や香川県の郷土料理。,石川県,金沢市,そんな素麺産地の名残のような料理が、金沢市で食べられているなすそうめんである石川 産経。,"osm(place=city,node:303913177)",139,本文の読み直し,そんな素麺産地の名残のような料理が、金沢市で食べられているなすそうめんである石川 産経。,,発祥は特定なし,食べ残した素麺を食べるために考案された料理とされる石川。
パパイヤ漬け,パパイヤ漬け,発祥地,鹿児島県,,鹿児島県,,都道府県のみ,主に鹿児島県の奄美群島で作られている他、沖縄県でも作られている。,,,,"osm(奄美群島の代表:奄美市,node:3036069906)",139,奄美群島の代表(表に当てた),主に鹿児島県の奄美群島で作られている他、沖縄県でも作られている。,,発祥は特定なし,パパイヤ漬けは、20世紀に製造が始まった比較的新しい食べ物である。
かからん団子,かからん団子,発祥地,鹿児島県,,鹿児島県,,都道府県のみ,かからん団子とは、鹿児島県の薩摩半島中部～南部・大隅半島、種子島、屋久島でつくられる草餅の一種。,,,,"osm(県庁所在地:鹿児島市,node:640003455)",139,,,,発祥は特定なし,かからん団子とは、鹿児島県の薩摩半島中部～南部・大隅半島、種子島、屋久島でつくられる草餅の一種。
川俣シャモ,川俣シャモ,発祥地,福島県,川俣町,福島県,川俣町,冒頭の定義文,川俣シャモ（かわまたシャモ）は、福島県伊達郡川俣町で特産品として生産されている食用鶏である。,,,,"osm(place=town,node:734866120)",139,,,,発祥がわかる,その後伝統は途絶えていたが、川俣町にお越しになるお客様へ、最大級のおもてなしをしたいという気持ちから、絹とシャモの関係にヒントを得て1983（昭和58）年に食用シャモ肉の研究を開始し、純系のシャモ「赤笹」の雄とアメリカ産の肉卵兼用種「ロード・アイランド・レッド」、その後、肉用専用種の「レッドコーニッシュ」などと掛け合わせて改良し、現在の「川俣シャモ」を作り出した。
高座豚,高座豚,ご当地,神奈川県,藤沢市,神奈川県,綾瀬市,発祥を述べる文,高座豚（こうざぶた、こうざとん）とは、ブランド豚、銘柄豚肉のひとつで神奈川県綾瀬市、藤沢市を中心として生産され、加工品中心で販売されている。,神奈川県,藤沢市,高座豚（こうざぶた、こうざとん）とは、ブランド豚、銘柄豚肉のひとつで神奈川県綾瀬市、藤沢市を中心として生産され、加工品中心で販売されている。,"osm(place=city,node:2115184122)",139,,,,発祥は特定なし,かつて旧高座郡地域で飼育されていた品種は、横浜港開港に伴う外国人居留地の豚肉需要に応えるため、居留地近隣農家で肥育された食用豚が起源とされる。
へぼ飯,へぼ飯,発祥地,愛知県,,愛知県,,都道府県のみ,へぼ飯（へぼめし）は、愛知県の三河地域、岐阜県の東濃地域の郷土料理。,,,,"osm(三河地域の代表:豊田市,node:569005466)",138,三河地域の代表(表に当てた),へぼ飯（へぼめし）は、愛知県の三河地域、岐阜県の東濃地域の郷土料理農林 岐阜 伝。,,発祥は特定なし,三好想山の『想山著聞奇集』（嘉永3年（1850年刊））には美濃国や信濃国では、蜂の子を醤油で味付け、ご飯に混ぜた「へぼ飯」を食している旨の記述があるため、この地域では古くから食されていたことがうかがえる岐阜。
ゼイタク煎餅,ゼイタク煎餅,発祥地,東京都,中央区,東京都,中央区,発祥を述べる文,日本橋人形町に重盛永治が1917年に個人商店「 重盛永信堂」として創業。,,,,"osm(発祥店のある町:日本橋人形町,relation:16184503)",138,発祥店のある町(日本橋人形町),日本橋人形町に重盛永治が1917年に個人商店「 重盛永信堂」として創業。,重盛永信堂,発祥がわかる,ゼイタク煎餅（ゼイタクせんべい）とは、信州伊那出身の重盛永治が考案した甘味煎餅である。
糸切餅,糸切餅,発祥地,滋賀県,多賀町,滋賀県,多賀町,冒頭の定義文,糸切餅（いときりもち）は、滋賀県犬上郡多賀町多賀で製造・販売されている和菓子（生菓子）である。,,,,"osm(多賀大社,way:263769633)",138,記事が書いている地点(多賀大社),多賀大社では蒙古軍の旗印を作り、それを断ち切り埋めることで日本の戦勝を祈願したとされ、それにあやかって門前町の住民が蒙古軍の旗印に見立てた縞模様の餅を弓の弦で切ったのが始まり,,発祥は特定なし,糸切餅の由来には諸説ある。
桐生うどん,桐生うどん,発祥地,群馬県,桐生市,群馬県,桐生市,冒頭の定義文,桐生うどん（きりゅううどん）は、群馬県桐生市とその周辺地域で生産され食べられているうどんである。,,,,"osm(place=city,node:1068823646)",137,,,,発祥は特定なし,群馬県は小麦の生産量が多く、おっきりこみや焼きまんじゅうなど粉食文化が根付いており、うどんはソースカツ丼と並ぶ桐生地域の郷土料理となっている。
じろ飴,じろ飴,発祥地,石川県,金沢市,石川県,金沢市,冒頭の定義文,じろ飴（じろあめ）は、石川県金沢市の俵屋で作られている水あめ状の飴である。,,,,"osm(place=city,node:303913177)",137,,,,発祥がわかる,俵屋の初代店主の次右衛門が、飢饉や凶作に際して、母乳が出なくなった母親達のために作りあげたと伝えられている。
かつラーメン,かつラーメン,ご当地,秋田県,小坂町,秋田県,小坂町,冒頭の定義文,かつラーメンは、秋田県小坂町のご当地ラーメン。,秋田県,小坂町,かつラーメンは、秋田県小坂町のご当地ラーメン。,"osm(place=town,node:3148342461)",136,,,,発祥がわかる,小坂町の「奈良岡屋」がタマゴで閉じるタイプのかつラーメン発祥の店と言われているるるぶ。
鹿児島茶,鹿児島茶,発祥地,鹿児島県,,鹿児島県,,都道府県のみ,鹿児島茶（かごしまちゃ）は、鹿児島県で栽培されている茶である。,,,,"osm(南薩台地の代表:南九州市,node:739243829)",136,南薩台地の代表(表に当てた),最大の栽培地域は南九州市から枕崎市にかけて広がる南薩台地付近であり、県内における茶栽培面積の約40パーセントを占める。,,発祥は特定なし,記録として残っているのは元応年間（1319年から1320年）に宇治（宇治市）から来た寺の住持が吉松（湧水町）の般若寺で栽培したものが最初である。
府中味噌,府中味噌,発祥地,広島県,府中市,広島県,府中市,都道府県のみ,府中味噌（ふちゅうみそ）は広島県の味噌。,,,,"osm(place=city,node:1310431287)",135,本文の読み直し,府中市付近で作られてきた事から、この名前がある。,,発祥がわかる,一説には、天和年間に大戸久三郎が府中味噌を初めて作ったとも言われる。
加治木饅頭,加治木饅頭,発祥地,鹿児島県,姶良市,鹿児島県,姶良市,冒頭の定義文,加治木饅頭（かじきまんじゅう）とは、鹿児島県姶良市加治木町で江戸時代中期からつくられている蒸し饅頭の郷土菓子である。,,,,"osm(place=city,node:3015644187)",135,,,,発祥がわかる,その際堀に架ける欄干橋の工事休憩中にお茶うけとして供されたのが今日の加治木饅頭の始まりとされる。
伊賀牛,伊賀牛,記事名,三重県,伊賀市,三重県,,都道府県のみ,伊賀牛（いがぎゅう）は、三重県の伊賀地方で育てられている和牛と、そこからとれるブランド牛肉を指す。,,,,"osm(place=city,node:2683355141)",135,,,,発祥は特定なし,1886年（明治19年） 三重県が畜産振興を目的として、兵庫県但馬地方より種牝牛10数頭を購入して伊賀牛の畜産が始まった。
パンカツ,パンカツ,ご当地,東京都,八王子市,東京都,八王子市,冒頭の定義文,パンカツとは、東京都八王子市のご当地グルメで、カツの一種である。,東京都,八王子市,パンカツとは、東京都八王子市のご当地グルメで、カツの一種である。,"osm(八幡八雲神社,way:199784716)",134,記事が書いている地点(八幡八雲神社),パンカツは、八王子市横山町・八幡八雲神社の周辺で発祥されたとされる、また、同地域の文化と言われている,,発祥がわかる,パンカツは、八王子市横山町・八幡八雲神社の周辺で発祥されたとされる、また、同地域の文化と言われている。
ふなんこぐい,ふなんこぐい,ご当地,佐賀県,鹿島市,佐賀県,鹿島市,冒頭の定義文,ふなんこぐいは、佐賀県鹿島市の郷土料理。,佐賀県,鹿島市,ふなんこぐいは、佐賀県鹿島市の郷土料理。,"osm(place=city,node:1954716191)",134,,,,発祥は特定なし,有明海には鯛が高価だったため、形が似た鮒を食べたことから始まったとされる。
すきみたら,すきみたら,発祥地,北海道,,北海道,,都道府県のみ,2024年12月11日 (水) 03:52 (UTC) 2024年12月11日 (水) 03:52 (UTC)2024年12月10日 (火) 21:11 (UTC) 食品 北海道 販売品や製造風景すきみたらは、タラの加工食品。,,,,"osm(県庁所在地:札幌市,node:57683926)",134,,,,発祥は特定なし,日本では主に北海道で生産されているサ。
南禅寺豆腐,南禅寺豆腐,発祥地,山形県,,山形県,,都道府県のみ,南禅寺豆腐（なんぜんじどうふ）は、京都府南禅寺発祥の山形県庄内地方でみられる豆腐。,,,,"osm(庄内地方の代表:酒田市,node:752206814)",134,庄内地方の代表(表に当てた),南禅寺豆腐（なんぜんじどうふ）は、京都府南禅寺発祥の山形県庄内地方でみられる豆腐。,,発祥がわかる,南禅寺豆腐（なんぜんじどうふ）は、京都府南禅寺発祥の山形県庄内地方でみられる豆腐。
生姜糖,生姜糖,発祥地,三重県,伊勢市,三重県,伊勢市,都道府県のみ,生姜糖（しょうがとう）は、生姜と砂糖を主原料とする菓子。,,,,"osm(place=city,node:1301968609)",133,本文の読み直し,全国各地で生産されているが、著名な産地は、伊勢（三重県伊勢市）と出雲（島根県出雲市）である。,,発祥がわかる,店主の來間屋文左衛門が、1715年（正徳5年）に初めて製造に成功したと伝え、日本元祖と言う。
いぎす,いぎす,発祥地,鳥取県,,鳥取県,,都道府県のみ,いぎすは、鳥取県中部地域の郷土料理。,,,,"osm(中部地域の代表:倉吉市,node:697537841)",132,中部地域の代表(表に当てた),いぎすは、鳥取県中部地域の郷土料理農林 ロ。,,発祥は特定なし,いぎすは、鳥取県中部地域の郷土料理農林 ロ。
嬉野茶,嬉野茶,発祥地,佐賀県,嬉野市,佐賀県,嬉野市,冒頭の定義文,嬉野茶（うれしの茶）は、佐賀県南西部の嬉野市から、長崎県東彼杵町にかける地域で生産される日本茶。,,,,"osm(place=city,node:1954717685)",132,,,,発祥がわかる,永享12年（1440年）、同じ肥前国の平戸に渡って来た明の陶工が、茶栽培の適地を探し求めて不動山皿屋谷に移住。
鮒の子まぶし,鮒の子まぶし,発祥地,滋賀県,長浜市,滋賀県,長浜市,都道府県のみ,滋賀県の郷土料理。,,,,"osm(place=city,node:324857864)",131,本文の読み直し,特に長浜市などでは、鮒の刺身に茹でた鮒の卵をまぶして食す。,,発祥は特定なし,特に長浜市などでは、鮒の刺身に茹でた鮒の卵をまぶして食す。
走り井餅,走り井餅,発祥地,滋賀県,大津市,滋賀県,大津市,冒頭の定義文,走り井餅（はしりいもち）は滋賀県大津市、京都府八幡市の餅菓子。,京都府,八幡市,走り井餅は現在、大津市では「走り井餅本家」（オンラインでは「井筒八ッ橋本舗」）、八幡市では「やわた走井餅老舗」で販売されている。,"osm(place=city,node:541402993)",131,,,,発祥がわかる,走り井餅は1764年（明和元年）、東海道逢坂山（現：大津市大谷）付近の茶店で考案され、茶屋内の「走井」という井戸水と近江米で作られた餅を水滴の形にして旅人に提供した。
スキー汁,スキー汁,ご当地,新潟県,上越市,新潟県,上越市,冒頭の定義文,スキー汁（スキーじる）は、新潟県上越市の郷土料理。,新潟県,上越市,スキー汁（スキーじる）は、新潟県上越市の郷土料理。,"osm(place=city,node:752398522)",130,,,,発祥がわかる,金谷山の通称「山のうち」が冬にスキー汁を販売していたのが発祥とされる上越。
神代カレー,神代カレー,ご当地,秋田県,仙北市,秋田県,仙北市,冒頭の定義文,神代カレー（じんだいカレー）は、秋田県仙北市周辺で販売されているカレーライス。,秋田県,仙北市,神代カレー（じんだいカレー）は、秋田県仙北市周辺で販売されているカレーライス。,"osm(place=city,node:752195640)",130,,,,発祥がわかる,協議会が町おこしの一環として製作したのが「神代カレー」である。
吉四六漬,吉四六漬,発祥地,大分県,玖珠町,大分県,玖珠町,冒頭の定義文,吉四六漬（きっちょむづけ）は、かつて大分県玖珠郡玖珠町の玖珠九重農業協同組合（JA玖珠九重）が製造していたもろみ漬の漬物である。,,,,"osm(place=town,node:1744608813)",130,,,,発祥がわかる,1978年、JA玖珠九重の前身である玖珠町農協が、玖珠町内の食品加工会社の経営を引き継いだことをきっかけに、製造・販売を始めた。
小田原おでん,小田原おでん,発祥地,神奈川県,小田原市,神奈川県,小田原市,冒頭の定義文,小田原おでん（おだわらおでん）は、神奈川県小田原市内の料理店で供されるおでん料理の一種。,,,,"osm(place=city,node:2115184105)",129,,,,発祥がわかる,そこで市内の水産加工業者が、この蒲鉾と同じく白身魚の練り物等を使い、地元産の食材を生かしたおでん料理を発案。
とうふちくわ,とうふちくわ,発祥地,鳥取県,,鳥取県,,都道府県のみ,とうふちくわ（豆腐竹輪）とは、鳥取県東部で食されている郷土料理である。,,,,"osm(東部の代表:鳥取市,node:697537844)",128,東部の代表(表に当てた),とうふちくわ（豆腐竹輪）とは、鳥取県東部で食されている郷土料理である。,,発祥がわかる,1648年に鳥取藩主となった池田光仲が、魚の代わりに豆腐を食べるよう勧めたのがきっかけといわれる。
登別閻魔やきそば,登別閻魔やきそば,ご当地,北海道,登別市,北海道,登別市,冒頭の定義文,登別閻魔やきそば（のぼりべつえんまやきそば）とは、北海道登別市で提供されるご当地焼きそばである。,北海道,登別市,登別閻魔やきそば（のぼりべつえんまやきそば）とは、北海道登別市で提供されるご当地焼きそばである。,"osm(place=city,node:420892715)",128,,,,発祥がわかる,2011年より、地域活性化のため、ご当地グルメ創出事業として年間300万人以上が訪れる登別温泉への観光客を市街地に呼び込もうと、登別商工会議所や登別市などで組織する登別ブランド推進協議会が飲食店とメニュー開発に取り組んできた。
大和牛,大和牛,発祥地,奈良県,,奈良県,,都道府県のみ,大和牛（やまとうし）は、奈良県で飼育されている黒毛和種のうち、一定の基準を満たした場合に呼称が許される肉牛およびそのブランド牛肉である。,,,,"osm(宇陀地域の代表:宇陀市,node:2477518011)",128,宇陀地域の代表(表に当てた),奈良県下の肉牛の70%以上が宇陀地域で飼養されており、素牛については、みつえ高原牧場（宇陀郡御杖村）を中心に生産が図られている。,,発祥がわかる,2000年（平成12年）に、県内の生産者と食肉関係者が銘柄牛懇談会を立ち上げ、2003年（平成15年）3月20日には奈良県大和牛流通推進協議会が設立されて、「地元の人に地元で育てられた歴史ある良質の牛肉を提供したい」という関係者の強い思いで「大和牛」のブランドが確立された。
春陽,春陽,発祥地,新潟県,,新潟県,,都道府県のみ,特に、新潟県柏崎市にある原酒造株式会社では「初摘み春陽」という名前で製品化している。,,,,"osm(県庁所在地:新潟市,node:752398625)",128,,,,発祥がわかる,春陽（しゅんよう）は、2001年（平成13年）に北陸農業試験場によって育成されたイネ（稲）の品種副島 2017 43。
対馬とんちゃん,対馬とんちゃん,発祥地,長崎県,対馬市,長崎県,対馬市,冒頭の定義文,対馬とんちゃん（つしまとんちゃん）は、長崎県対馬市発祥の豚肉料理。,,,,"osm(place=city,node:2852440585)",127,,,,発祥は特定なし,戦後間もなく北部対馬で在日韓国人により広められたのがルーツと言われている。
南関そうめん,南関そうめん,発祥地,熊本県,南関町,熊本県,南関町,冒頭の定義文,南関そうめん（なんかんそうめん）は、熊本県南関町の伝統食材。,,,,"osm(place=town,node:739281323)",127,,,,発祥がわかる,言い伝えでは、中国で修行した小豆島そうめん職人が、旅の途中で現在の南関町に立ち寄ったところ、土地の人から大変親切にもてなされ、この土地の小麦粉や食用油が上質であり、気候風土が素麺作りに適していたため、素麺の製法を伝えたとされる南関。
雪うさぎ (銘菓),雪うさぎ (銘菓),発祥地,福岡県,福岡市,福岡県,福岡市,冒頭の定義文,雪うさぎ（ゆきうさぎ）は、福岡県福岡市南区に所在する風月フーズ株式会社が、1965年から製造している土産菓子。,,,,"osm(place=city,node:1932338735)",127,,,,発祥がわかる,福岡県福岡市南区に所在する風月フーズ株式会社が、1965年から製造している土産菓子ガ。
パンロール,パンロール,発祥地,北海道,小樽市,北海道,小樽市,冒頭の定義文,パンロールとは、北海道小樽市に本社を構えるかまぼこ等の練り製品の製造・販売を手がけるかま栄が開発したすり身を食パンで巻いた揚げパンである。,,,,"osm(place=city,node:3012162160)",126,,,,発祥がわかる,パンロールとは、北海道小樽市に本社を構えるかまぼこ等の練り製品の製造・販売を手がけるかま栄が開発したすり身を食パンで巻いた揚げパンである。
白樺派のカレー,白樺派のカレー,ご当地,千葉県,我孫子市,千葉県,我孫子市,冒頭の定義文,白樺派のカレー（しらかばはのカレー）は、千葉県我孫子市を中心に販売されているカレー及び、カレーライスである。,千葉県,我孫子市,白樺派のカレー（しらかばはのカレー）は、千葉県我孫子市を中心に販売されているカレー及び、カレーライスである。,"osm(place=city,node:2098146404)",126,,,,発祥がわかる,その文人たちが食べていたとされるカレーを20世紀末から21世紀初頭に、地元有志によって再現したカレーである産経1。
足柄茶,足柄茶,発祥地,神奈川県,山北町,神奈川県,山北町,都道府県のみ,足柄茶（あしがらちゃ）は、神奈川県西部の丹沢・箱根山麓地域で生産される地域ブランドの日本茶である。,,,,"osm(place=town,node:2115184106)",126,本文の読み直し,1925年（大正14年）、旧清水村（現・山北町）において関東大震災復興策として茶の導入が行われ、1927年に手もみによる共同製茶が始まり、1928年には村営製茶工場が建設された。,,発祥がわかる,1925年（大正14年）、旧清水村（現・山北町）において関東大震災復興策として茶の導入が行われ、1927年に手もみによる共同製茶が始まり、1928年には村営製茶工場が建設された。
萌え米,萌え米,発祥地,秋田県,,秋田県,,都道府県のみ,概要著名なものとしては、秋田県能代市の個人企業・BANS Corp.（バンズ コーポレーション）、秋田県雄勝郡羽後町のうご農業協同組合（JAうご）から発売されているあきたこまちがあり、パッケージには和風の美少女が描かれている。,,,,"osm(県庁所在地:秋田市,node:752195639)",125,,,,発祥は特定なし,萌え米は、JAが米の需要拡大を模索していた中で、パッケージに当時大衆化しつつあったサブカルチャーの美少女キャラクターを起用し、アニメや出版業界とタイアップして全国的な著名性を獲得することとなった。
どんがら汁,どんがら汁,発祥地,山形県,,山形県,,都道府県のみ,どんがら汁（どんがらじる）は、タラを使用した山形県庄内地方の郷土料理。,,,,"osm(庄内地方の代表:鶴岡市,node:752206830)",124,庄内地方の代表(表に当てた),どんがら汁（どんがらじる）は、タラを使用した山形県庄内地方の郷土料理。,,発祥は特定なし,この料理は漁師らが船上や浜辺で食べていたのが始まりとされている。
男鹿のやきそば,男鹿のやきそば,ご当地,秋田県,男鹿市,秋田県,男鹿市,発祥を述べる文,男鹿しょっつる焼きそば（おがしょっつるやきそば）は、秋田県男鹿市で開発されたご当地焼きそばである。,秋田県,男鹿市,男鹿しょっつる焼きそば（おがしょっつるやきそば）は、秋田県男鹿市で開発されたご当地焼きそばである。,"osm(place=city,node:752195644)",123,,,,発祥がわかる,男鹿しょっつる焼きそば（おがしょっつるやきそば）は、秋田県男鹿市で開発されたご当地焼きそばである。
マロンコロン,マロンコロン,発祥地,北海道,小樽市,北海道,小樽市,冒頭の定義文,マロンコロン（MARRON CORON）は、北海道小樽市の製菓メーカーであるあまとうが製造・販売している菓子。,,,,"osm(place=city,node:3012162160)",123,,,,発祥がわかる,マロンコロン（MARRON CORON）は、北海道小樽市の製菓メーカーであるあまとうが製造・販売している菓子。
