route,series,seq,spot_key,description,leg_description
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,10,苫小牧港,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで国道36号・羊ヶ丘通を経てゴールへ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,11,羊ヶ丘通,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,
原付西日本制覇,原付西日本制覇,1,金閣寺,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,スーパーカブで出石へ(出石そば)
原付西日本制覇,原付西日本制覇,2,出石,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで城崎温泉へ(1泊)
原付西日本制覇,原付西日本制覇,3,城崎温泉,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで鳥取砂丘へ
原付西日本制覇,原付西日本制覇,4,鳥取砂丘,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで三朝温泉へ
原付西日本制覇,原付西日本制覇,5,三朝温泉,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで玉造温泉へ(2泊目)
原付西日本制覇,原付西日本制覇,6,玉造温泉,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで出雲市へ(出雲そば)
原付西日本制覇,原付西日本制覇,7,出雲市,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで琴ヶ浜へ
原付西日本制覇,原付西日本制覇,8,琴ヶ浜,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで萩市へ(時間切れで中断)
原付西日本制覇,原付西日本制覇,9,萩市,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで関門海峡へ
原付西日本制覇,原付西日本制覇,10,関門海峡,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,関門人道トンネルを徒歩で渡り、カブで由布院温泉へ
原付西日本制覇,原付西日本制覇,11,由布院温泉,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで竹田市へ
原付西日本制覇,原付西日本制覇,12,竹田市,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで都農町へ
原付西日本制覇,原付西日本制覇,13,都農町,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで綾町へ(綾陽亭に宿泊)
原付西日本制覇,原付西日本制覇,14,綾町,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで照葉大吊橋へ
原付西日本制覇,原付西日本制覇,15,照葉大吊橋,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで大隅半島・根占港へ
原付西日本制覇,原付西日本制覇,16,根占港,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,フェリーで薩摩半島・山川港へ
原付西日本制覇,原付西日本制覇,17,山川港,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,カブで指宿市へ(ゴール)
原付西日本制覇,原付西日本制覇,18,指宿市,原付カブで京都・金閣寺から鹿児島・指宿まで西日本を走破した企画。,
リヤカーで喜界島一周,リヤカーで喜界島一周,1,喜界島,リヤカーを引いて喜界島を一周した企画。,リヤカーを引いて徒歩でムチャカナ公園へ
リヤカーで喜界島一周,リヤカーで喜界島一周,2,ムチャカナ公園,リヤカーを引いて喜界島を一周した企画。,
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,1,函館市,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,青函フェリーと車で青森へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,2,青森駅,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で道の駅かづのへ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,3,道の駅かづの,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で小岩井農場へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,4,小岩井農場,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で仙台城跡へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,5,仙台城跡,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で川越・菓子屋横町へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,6,菓子屋横町,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で下呂温泉へ(宿泊)
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,7,下呂温泉,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で三木市へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,8,三木市,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で瀬戸大橋を渡り四国へ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,9,瀬戸大橋,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で九州・北熊本SAへ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,10,北熊本サービスエリア,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で鹿児島・天文館むじゃきへ
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,11,天文館むじゃき,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,車で西郷公園へ(最終決戦)
対決列島〜甘いもの国盗り物語〜,対決列島〜甘いもの国盗り物語〜,12,西郷公園,全国各地でご当地の甘いものを賭けた対決を繰り返しながら、北海道から九州まで南下した企画。,
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,1,長万部,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,深夜バスで森町へ
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,2,森町,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,深夜バスで函館駅へ(1日目終点)
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,3,函館駅,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,フェリーで青森へ、青森駅へ
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,4,青森駅,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,深夜バスで東京へ(2日目終点)
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5,東京駅八重洲南口,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,深夜バス乗り場の新宿へ
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,6,新宿高速バスターミナル,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,深夜バスで博多へ(ゴール)
5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,5周年記念特別企画 札幌〜博多 3夜連続深夜バスだけの旅,7,博多バスターミナル,番組5周年記念。札幌から博多までを3夜連続の深夜バス乗り継ぎだけで移動した企画。,
